transaction_id,timestamp,card_id,amount,merchant_name,merchant_category,channel,cardholder_country,merchant_country,device_id,ip_address,hour,day_of_week,is_night,is_weekend,card_mean_amount,card_std_amount,card_tx_count,amount_zscore,velocity_1h,velocity_burst,cross_border,high_risk_category,device_multi_card,ip_multi_card,many_merchants,flag_round_amount,is_gift_card_txn,gift_card_spree,prev_amount,is_test_charge_pattern,is_electronics_txn,electronics_spree,flag_high_amount,flag_amount_zscore,flag_extreme_zscore,flag_night_tx,flag_cross_border,flag_high_velocity,flag_burst,flag_high_risk_cat,flag_device_multi,flag_ip_multi,flag_many_merchants,rule_score,triggers,if_score,if_anomaly,if_score_norm,rule_score_norm,fraud_score,fraud_verdict
tx_000218,2026-05-03 21:58:53,card_011,14.09,Bell Canada,utilities,online,CA,CA,dev_292af7e9,99.225.61.46,21,6,0,1,18.71421052631579,20.803517682190584,19,-0.22228022188163254,0.0,0.0,0,0,0,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.36251495731417704,0,0.03197957513525174,0.0,0.012791830054100695,LEGITIMATE
tx_000213,2026-05-04 23:53:57,card_011,21.39,Schwartz's,restaurant,in_person,CA,CA,,,23,0,0,0,18.71421052631579,20.803517682190584,19,0.12862197223380611,0.0,0.0,0,0,0,0,0,0,0,0,14.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.38006340951857315,0,0.07563709091016557,0.0,0.03025483636406623,LEGITIMATE
tx_000215,2026-05-05 13:58:57,card_011,6.15,Videotron,utilities,online,CA,CA,dev_292af7e9,99.225.145.236,13,1,0,0,18.71421052631579,20.803517682190584,19,-0.6039464439743151,0.0,0.0,0,0,0,0,0,0,0,0,21.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3646954703089644,0,0.03740431455719828,0.0,0.014961725822879314,LEGITIMATE
tx_000220,2026-05-06 05:58:35,card_011,64.44,Hydro-Quebec,utilities,online,CA,CA,dev_7b8b43cb,24.114.36.254,5,2,1,0,18.71421052631579,20.803517682190584,19,2.197983541640605,0.0,0.0,0,0,0,0,0,0,0,0,6.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 05:00 (night window 00–05),-0.4772654496213202,0,0.31745896498270754,0.07692307692307693,0.17313743214692917,LEGITIMATE
tx_000214,2026-05-08 13:48:26,card_011,17.36,Provigo,grocery,in_person,CA,CA,,,13,4,0,0,18.71421052631579,20.803517682190584,19,-0.06509526643540184,0.0,0.0,0,0,0,0,0,0,0,0,64.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.352200619193948,0,0.006319284760532007,0.0,0.0025277139042128027,LEGITIMATE
tx_000212,2026-05-11 12:47:36,card_011,8.71,Joe Beef,restaurant,in_person,CA,CA,,,12,0,0,0,18.71421052631579,20.803517682190584,19,-0.4808903320653393,0.0,0.0,0,0,0,0,0,0,0,0,17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3616388729607794,0,0.029800028698157344,0.0,0.011920011479262938,LEGITIMATE
tx_000217,2026-05-14 08:19:13,card_011,9.73,Schwartz's,restaurant,in_person,CA,CA,,,8,3,0,0,18.71421052631579,20.803517682190584,19,-0.4318601624766068,0.0,0.0,0,0,0,0,0,0,0,0,8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3642504456611574,0,0.0362971701574778,0.0,0.01451886806299112,LEGITIMATE
tx_000216,2026-05-14 17:22:48,card_011,12.39,Cineplex,entertainment,in_person,CA,CA,,,17,3,0,0,18.71421052631579,20.803517682190584,19,-0.3039971711961867,0.0,0.0,0,0,0,0,0,0,0,0,9.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.35597301918161295,0,0.01570436385767926,0.0,0.006281745543071704,LEGITIMATE
tx_000222,2026-05-14 23:35:10,card_011,8.26,Schwartz's,restaurant,in_person,CA,CA,,,23,3,0,0,18.71421052631579,20.803517682190584,19,-0.502521289236839,0.0,0.0,0,0,0,0,0,0,0,0,12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3858147985890044,0,0.08994555277024463,0.0,0.035978221108097855,LEGITIMATE
tx_000207,2026-05-19 01:31:18,card_011,10.39,Cafe Olimpico,restaurant,in_person,CA,CA,,,1,1,1,0,18.71421052631579,20.803517682190584,19,-0.40013475862507397,0.0,0.0,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 01:00 (night window 00–05),-0.41400046356965936,0,0.16006661525409838,0.07692307692307693,0.11018049225548551,LEGITIMATE
tx_000205,2026-05-19 17:27:26,card_011,25.43,McDonald's,restaurant,in_person,CA,CA,,,17,1,0,0,18.71421052631579,20.803517682190584,19,0.3228198988401584,0.0,0.0,0,0,0,0,0,0,0,0,10.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3646116791146373,0,0.03719585654930535,0.0,0.014878342619722141,LEGITIMATE
tx_000211,2026-05-21 15:50:31,card_011,28.32,Starbucks,restaurant,in_person,CA,CA,,,15,3,0,0,18.71421052631579,20.803517682190584,19,0.4617387126749006,0.0,0.0,0,0,0,0,0,0,0,0,25.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3657749924169862,0,0.04008997896289013,0.0,0.01603599158515605,LEGITIMATE
tx_000209,2026-05-22 17:42:12,card_011,5.87,Starbucks,restaurant,in_person,CA,CA,,,17,4,0,0,18.71421052631579,20.803517682190584,19,-0.6174057062143592,0.0,0.0,0,0,0,0,0,0,0,0,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3682349239476316,0,0.046209863403607665,0.0,0.018483945361443068,LEGITIMATE
tx_000223,2026-05-22 20:29:39,card_011,6.42,Cafe Olimpico,restaurant,in_person,CA,CA,,,20,4,0,0,18.71421052631579,20.803517682190584,19,-0.5909678696714153,0.0,0.0,0,0,0,0,0,0,0,0,5.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.36739485703903996,0,0.04411992214345284,0.0,0.017647968857381135,LEGITIMATE
tx_000208,2026-05-23 23:52:43,card_011,8.57,Starbucks,restaurant,in_person,CA,CA,,,23,5,0,1,18.71421052631579,20.803517682190584,19,-0.48761996318536144,0.0,0.0,0,0,0,0,0,0,0,0,6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3847994984273254,0,0.08741966146607194,0.0,0.034967864586428775,LEGITIMATE
tx_000226,2026-04-25 19:32:23,card_012,27.35,Whole Foods,grocery,in_person,CA,CA,,,19,5,0,1,20.051363636363636,7.325482786270681,22,0.9963352009119958,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.39259712123094404,0,0.10681879915586356,0.0,0.04272751966234543,LEGITIMATE
tx_000231,2026-04-26 01:41:26,card_012,8.84,Amazon.com,online_retail,online,CA,US,dev_08e633ee,142.112.161.191,1,6,1,1,20.051363636363636,7.325482786270681,22,-1.5304607168521125,0.0,0.0,1,0,0,0,0,0,0,0,27.35,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 01:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.5250495078530236,0,0.43633744222626714,0.15384615384615385,0.2668426691981992,LEGITIMATE
tx_000235,2026-04-27 14:31:18,card_012,18.72,QuickPay Online,online_retail,online,CA,CA,dev_08e633ee,24.114.188.24,14,0,0,0,20.051363636363636,7.325482786270681,22,-0.18174414918547901,0.0,0.0,0,0,0,0,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.35149339777977884,0,0.004559840127704828,0.0,0.0018239360510819314,LEGITIMATE
tx_000224,2026-05-01 18:17:52,card_012,20.39,Shopify Merchant 2,online_retail,online,CA,CA,dev_08e633ee,70.50.97.114,18,4,0,0,20.051363636363636,7.325482786270681,22,0.0462271734869178,0.0,0.0,0,0,0,0,0,0,0,0,18.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3593886352202916,0,0.024201826161067252,0.0,0.009680730464426902,LEGITIMATE
tx_000243,2026-05-02 20:18:56,card_012,13.99,Etsy,online_retail,online,CA,US,dev_08e633ee,70.50.119.76,20,5,0,1,20.051363636363636,7.325482786270681,22,-0.8274353804671769,0.0,0.0,1,0,0,0,0,0,0,0,20.39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.42158493727769236,0,0.17893547483761896,0.07692307692307693,0.11772803608889375,LEGITIMATE
tx_000232,2026-05-04 13:20:24,card_012,27.15,Cineplex,entertainment,in_person,CA,CA,,,13,0,0,0,20.051363636363636,7.325482786270681,22,0.96903324610093,0.0,0.0,0,0,0,0,0,0,0,0,13.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.38263027016403905,0,0.0820229965054956,0.0,0.03280919860219824,LEGITIMATE
tx_000244,2026-05-04 17:59:57,card_012,31.96,AliExpress,online_retail,online,CA,CN,dev_08e633ee,24.114.30.254,17,0,0,0,20.051363636363636,7.325482786270681,22,1.6256452593070545,0.0,0.0,1,0,0,0,0,0,0,0,27.15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.47825167337304986,0,0.3199125192048824,0.07692307692307693,0.17411885383579911,LEGITIMATE
tx_000234,2026-05-07 23:23:35,card_012,14.45,Hydro-Quebec,utilities,online,CA,CA,dev_08e633ee,24.114.143.242,23,3,0,0,20.051363636363636,7.325482786270681,22,-0.7646408844017265,0.0,0.0,0,0,0,0,0,0,0,0,31.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3947485146723919,0,0.11217109416251547,0.0,0.04486843766500619,LEGITIMATE
tx_000225,2026-05-12 03:12:03,card_012,12.64,Amazon.ca,online_retail,online,CA,CA,dev_08e633ee,70.50.117.151,3,1,1,0,20.051363636363636,7.325482786270681,22,-1.0117235754418687,0.0,0.0,0,0,0,0,0,0,0,0,14.45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 03:00 (night window 00–05),-0.4319136977142462,0,0.20463164544240842,0.07692307692307693,0.1280065043308095,LEGITIMATE
tx_000238,2026-05-13 04:36:27,card_012,31.56,Amazon.com,online_retail,online,CA,US,dev_08e633ee,99.225.0.160,4,2,1,0,20.051363636363636,7.325482786270681,22,1.5710413496849234,0.0,0.0,1,0,0,0,0,0,0,0,12.64,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 04:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.5190571159030418,0,0.4214294068600335,0.15384615384615385,0.26087945505170573,LEGITIMATE
tx_000230,2026-05-14 16:01:51,card_012,15.62,Amazon.com,online_retail,online,CA,US,dev_08e633ee,70.50.223.145,16,3,0,0,20.051363636363636,7.325482786270681,22,-0.6049244487569936,0.0,0.0,1,0,0,0,0,0,0,0,31.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.4020844741893001,0,0.13042169339504017,0.07692307692307693,0.09832252351186223,LEGITIMATE
tx_000229,2026-05-15 04:22:15,card_012,20.77,Shopify Merchant 1,online_retail,online,CA,CA,dev_08e633ee,70.50.208.64,4,4,1,0,20.051363636363636,7.325482786270681,22,0.09810088762794203,0.0,0.0,0,0,0,0,0,0,0,0,15.62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 04:00 (night window 00–05),-0.4098059136837234,0,0.14963130018009785,0.07692307692307693,0.1060063662258853,LEGITIMATE
tx_000246,2026-05-16 02:15:39,card_012,10.15,Amazon.com,online_retail,online,CA,US,dev_08e633ee,99.225.9.230,2,5,1,1,20.051363636363636,7.325482786270681,22,-1.3516329128396336,0.0,0.0,1,0,0,0,0,0,0,0,20.77,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 02:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.5083858800495868,0,0.39488121661603415,0.15384615384615385,0.250260178954106,LEGITIMATE
tx_000233,2026-05-19 00:54:36,card_012,11.69,Videotron,utilities,online,CA,CA,dev_08e633ee,99.225.239.166,0,1,1,0,20.051363636363636,7.325482786270681,22,-1.1414078607944298,0.0,0.0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 00:00 (night window 00–05),-0.4810930315012303,0,0.326981327089383,0.07692307692307693,0.17694637698959936,LEGITIMATE
tx_000228,2026-05-19 05:59:52,card_012,25.11,Shopify Merchant 1,online_retail,online,CA,CA,dev_08e633ee,99.225.96.55,5,1,1,0,20.051363636363636,7.325482786270681,22,0.6905533070280624,0.0,0.0,0,0,0,0,0,0,0,0,11.69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 05:00 (night window 00–05),-0.43142469795606037,0,0.20341509856931272,0.07692307692307693,0.12751988558157124,LEGITIMATE
tx_000242,2026-05-19 06:09:44,card_012,30.52,Loblaws,grocery,in_person,CA,CA,,,6,1,0,0,20.051363636363636,7.325482786270681,22,1.4290711846673831,1.0,1.0,0,0,0,0,0,0,0,0,25.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.5467501220288811,0,0.4903248192708638,0.0,0.19612992770834553,LEGITIMATE
tx_000240,2026-05-19 08:37:31,card_012,24.35,Amazon.ca,online_retail,online,CA,CA,dev_08e633ee,142.112.147.125,8,1,0,0,20.051363636363636,7.325482786270681,22,0.586805878746014,0.0,0.0,0,0,0,0,0,0,0,0,30.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.380481872537585,0,0.07667815456871152,0.0,0.03067126182748461,LEGITIMATE
tx_000245,2026-05-20 07:54:11,card_012,18.98,QuickPay Online,online_retail,online,CA,CA,dev_08e633ee,70.50.164.104,7,2,0,0,20.051363636363636,7.325482786270681,22,-0.1462516079310937,0.0,0.0,0,0,0,0,0,0,0,0,24.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.37062012305856695,0,0.05214382650183946,0.0,0.020857530600735787,LEGITIMATE
tx_000239,2026-05-21 12:03:13,card_012,14.46,AliExpress,online_retail,online,CA,CN,dev_08e633ee,24.114.133.144,12,3,0,0,20.051363636363636,7.325482786270681,22,-0.763275786661173,0.0,0.0,1,0,0,0,0,0,0,0,18.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.40825283101520654,0,0.14576749895644725,0.07692307692307693,0.10446084573642506,LEGITIMATE
tx_000236,2026-05-22 13:51:36,card_012,13.01,Shopify Merchant 1,online_retail,online,CA,CA,dev_08e633ee,142.112.143.27,13,4,0,0,20.051363636363636,7.325482786270681,22,-0.9612149590413976,0.0,0.0,0,0,0,0,0,0,0,0,14.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.37193342646715494,0,0.055411098373447376,0.0,0.02216443934937895,LEGITIMATE
tx_000237,2026-05-23 18:59:04,card_012,28.66,Etsy,online_retail,online,CA,US,dev_08e633ee,24.114.89.6,18,5,0,1,20.051363636363636,7.325482786270681,22,1.1751630049244743,0.0,0.0,1,0,0,0,0,0,0,0,13.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.46164226452960594,0,0.2785911809951801,0.07692307692307693,0.15759031855191818,LEGITIMATE
tx_000227,2026-05-24 03:52:56,card_012,20.76,Amazon.com,online_retail,online,CA,US,dev_08e633ee,99.225.89.43,3,6,1,1,20.051363636363636,7.325482786270681,22,0.09673578988738903,0.0,0.0,1,0,0,0,0,0,0,0,28.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 03:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.468803757724808,0,0.2964077381763969,0.15384615384615385,0.21087078757825106,LEGITIMATE
tx_000256,2026-04-25 04:26:31,card_013,52.73,Shopify Merchant 2,online_retail,online,CA,CA,dev_e5c2222f,24.114.1.85,4,5,1,1,67.44,71.83794626154706,14,-0.20476643286048216,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 04:00 (night window 00–05),-0.40017390525451585,0,0.12566852813363272,0.07692307692307693,0.09642125740729925,LEGITIMATE
tx_000250,2026-04-26 01:27:49,card_013,18.19,Hydro-Quebec,utilities,online,CA,CA,dev_e5c2222f,142.112.127.88,1,6,1,1,67.44,71.83794626154706,14,-0.6855708238190853,0.0,0.0,0,0,0,0,0,0,0,0,52.73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 01:00 (night window 00–05),-0.41558345081820414,0,0.1640048139037502,0.07692307692307693,0.11175577171534624,LEGITIMATE
tx_000259,2026-04-28 10:18:21,card_013,201.67,AliExpress,online_retail,online,CA,CN,dev_e5c2222f,99.225.179.199,10,1,0,0,67.44,71.83794626154706,14,1.8685111001266157,0.0,0.0,1,0,0,0,0,0,0,0,18.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.5327572775776853,0,0.45551304098702416,0.07692307692307693,0.22835906254865584,LEGITIMATE
tx_000260,2026-04-30 05:39:05,card_013,76.05,Etsy,online_retail,online,CA,US,dev_e5c2222f,24.114.247.17,5,3,1,0,67.44,71.83794626154706,14,0.11985309224532638,0.0,0.0,1,0,0,0,0,0,0,0,201.67,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0,Transaction at 05:00 (night window 00–05) | Cross-border: cardholder CA → merchant US,-0.4949100063249134,0,0.3613555721396343,0.15384615384615385,0.23684992116354606,LEGITIMATE
tx_000249,2026-05-02 14:56:54,card_013,14.97,eBay,online_retail,online,CA,US,dev_e5c2222f,24.114.87.119,14,5,0,1,67.44,71.83794626154706,14,-0.7303939314880692,0.0,0.0,1,0,0,0,0,0,0,0,76.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.40528312480836587,0,0.13837938323764176,0.07692307692307693,0.10150559944890286,LEGITIMATE
tx_000253,2026-05-02 15:31:58,card_013,65.47,Amazon.com,online_retail,online,CA,US,dev_e5c2222f,99.225.61.143,15,5,0,1,67.44,71.83794626154706,14,-0.027422832952763397,1.0,0.0,1,0,0,0,0,0,0,0,14.97,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.50350779202131,0,0.38274537679578124,0.07692307692307693,0.19925199687215867,LEGITIMATE
tx_000257,2026-05-02 18:29:13,card_013,44.36,Amazon.com,online_retail,online,CA,US,dev_e5c2222f,99.225.69.114,18,5,0,1,67.44,71.83794626154706,14,-0.32127867236029417,0.0,0.0,1,0,0,0,0,0,0,0,65.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.41048002816600204,0,0.15130838048902706,0.07692307692307693,0.10667719834945699,LEGITIMATE
tx_000258,2026-05-09 19:16:53,card_013,56.3,Shell,gas,in_person,CA,CA,,,19,5,0,1,67.44,71.83794626154706,14,-0.15507124827095656,0.0,0.0,0,0,0,0,0,0,0,0,44.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3593266595485884,0,0.024047641402575315,0.0,0.009619056561030126,LEGITIMATE
tx_000247,2026-05-12 18:44:22,card_013,55.77,Chevron,gas,in_person,CA,CA,,,18,1,0,0,67.44,71.83794626154706,14,-0.16244896475063395,0.0,0.0,0,0,0,0,0,0,0,0,56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3587837676439297,0,0.02269702018449593,0.0,0.009078808073798373,LEGITIMATE
tx_000251,2026-05-14 09:55:57,card_013,255.96,Bell Canada,utilities,online,CA,CA,dev_e5c2222f,24.114.120.141,9,3,0,0,67.44,71.83794626154706,14,2.624239831601502,0.0,0.0,0,0,0,0,0,0,0,0,55.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.5001697195518737,0,0.3744408294889987,0.0,0.1497763317955995,LEGITIMATE
tx_000254,2026-05-19 06:26:18,card_013,15.99,Netflix,subscription,online,CA,US,dev_e5c2222f,70.50.200.162,6,1,0,0,67.44,71.83794626154706,14,-0.7161953073196332,0.0,0.0,1,0,0,0,0,0,0,0,255.96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant US,-0.43093231115944947,0,0.20219012533007652,0.07692307692307693,0.12702989628587677,LEGITIMATE
tx_000248,2026-05-19 23:23:05,card_013,23.1,Amazon.ca,online_retail,online,CA,CA,dev_e5c2222f,99.225.135.12,23,1,0,0,67.44,71.83794626154706,14,-0.6172225447337714,0.0,0.0,0,0,0,0,0,0,0,0,15.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3839406794746609,0,0.08528306836161825,0.0,0.0341132273446473,LEGITIMATE
tx_000252,2026-05-20 20:36:10,card_013,39.28,Hydro-Quebec,utilities,online,CA,CA,dev_e5c2222f,99.225.0.251,20,2,0,0,67.44,71.83794626154706,14,-0.391993388807014,0.0,0.0,0,0,0,0,0,0,0,0,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3578498407251448,0,0.020373571443002114,0.0,0.008149428577200846,LEGITIMATE
tx_000255,2026-05-21 10:01:33,card_013,24.32,AliExpress,online_retail,online,CA,CN,dev_e5c2222f,24.114.200.24,10,3,0,0,67.44,71.83794626154706,14,-0.6002398766107403,0.0,0.0,1,0,0,0,0,0,0,0,39.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder CA → merchant CN,-0.4061119924400448,0,0.14044146263267088,0.07692307692307693,0.10233043120691451,LEGITIMATE
tx_000274,2026-04-26 03:12:08,card_014,39.84,Whole Foods,grocery,in_person,FR,FR,,,3,6,1,1,30.512352941176474,35.47491711220263,17,0.26293640177710276,0.0,0.0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 03:00 (night window 00–05),-0.4106999525015976,0,0.1518555142213197,0.07692307692307693,0.10689605184237405,LEGITIMATE
tx_000268,2026-04-27 08:51:14,card_014,10.15,McDonald's,restaurant,in_person,FR,FR,,,8,0,0,0,30.512352941176474,35.47491711220263,17,-0.5739929673908174,0.0,0.0,0,0,0,0,0,0,0,0,39.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3701472979763518,0,0.05096751942671118,0.0,0.020387007770684473,LEGITIMATE
tx_000264,2026-05-01 22:04:24,card_014,150.51,Cafe Olimpico,restaurant,in_person,FR,FR,,,22,4,0,0,30.512352941176474,35.47491711220263,17,3.382605424539437,0.0,0.0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,Amount Z-score 3.4σ (threshold: ±3σ),-0.5090997058874893,0,0.3966570919135126,0.15384615384615385,0.25097052907309736,LEGITIMATE
tx_000276,2026-05-02 07:32:05,card_014,22.75,Amazon.com,online_retail,online,FR,US,dev_415fec02,82.66.168.91,7,5,0,1,30.512352941176474,35.47491711220263,17,-0.2188124334899823,0.0,0.0,1,0,0,0,0,0,0,0,150.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder FR → merchant US,-0.41267668680708514,0,0.1567732874881277,0.07692307692307693,0.10886316114909723,LEGITIMATE
tx_000267,2026-05-03 19:46:48,card_014,8.1,eBay,online_retail,online,FR,US,dev_415fec02,176.158.184.142,19,6,0,1,30.512352941176474,35.47491711220263,17,-0.631780276477858,0.0,0.0,1,0,0,0,0,0,0,0,22.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder FR → merchant US,-0.41463485519130455,0,0.16164487195200306,0.07692307692307693,0.11081179493464738,LEGITIMATE
tx_000273,2026-05-05 13:15:01,card_014,55.68,La Banquise,restaurant,in_person,FR,FR,,,13,1,0,0,30.512352941176474,35.47491711220263,17,0.7094490729667239,0.0,0.0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.373705933145887,0,0.059820788606327224,0.0,0.023928315442530892,LEGITIMATE
tx_000265,2026-05-07 10:50:21,card_014,10.67,Provigo,grocery,in_person,FR,FR,,,10,3,0,0,30.512352941176474,35.47491711220263,17,-0.5593347231345923,0.0,0.0,0,0,0,0,0,0,0,0,55.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3653438301792174,0,0.039017321843179964,0.0,0.015606928737271986,LEGITIMATE
tx_000262,2026-05-09 11:20:45,card_014,5.48,Amazon.com,online_retail,online,FR,US,dev_415fec02,82.66.240.11,11,5,0,1,30.512352941176474,35.47491711220263,17,-0.7056352763842221,0.0,0.0,1,0,0,0,0,0,0,0,10.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder FR → merchant US,-0.41728875250130504,0,0.16824730972411173,0.07692307692307693,0.11345277004349084,LEGITIMATE
tx_000261,2026-05-11 06:37:23,card_014,51.29,Joe Beef,restaurant,in_person,FR,FR,,,6,0,0,0,30.512352941176474,35.47491711220263,17,0.585699664726671,0.0,0.0,0,0,0,0,0,0,0,0,5.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.39876442052973343,0,0.12216197377260063,0.0,0.04886478950904025,LEGITIMATE
tx_000275,2026-05-11 21:29:48,card_014,15.13,Joe Beef,restaurant,in_person,FR,FR,,,21,0,0,0,30.512352941176474,35.47491711220263,17,-0.4336120897062016,0.0,0.0,0,0,0,0,0,0,0,0,51.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.3626935506328975,0,0.032423884441765916,0.0,0.012969553776706368,LEGITIMATE
tx_000266,2026-05-15 05:25:42,card_014,9.21,McDonald's,restaurant,in_person,FR,FR,,,5,4,1,0,30.512352941176474,35.47491711220263,17,-0.6004905627770701,0.0,0.0,0,0,0,0,0,0,0,0,15.13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 05:00 (night window 00–05),-0.4168189595393684,0,0.16707854604012407,0.07692307692307693,0.11298526456989579,LEGITIMATE
tx_000263,2026-05-15 14:53:25,card_014,7.44,Shopify Merchant 1,online_retail,online,FR,CA,dev_7c98f9e4,176.158.124.119,14,4,0,0,30.512352941176474,35.47491711220263,17,-0.6503849711107588,0.0,0.0,1,0,0,0,0,0,0,0,9.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,Cross-border: cardholder FR → merchant CA,-0.4109866195154323,0,0.1525686922003725,0.07692307692307693,0.10718132303399516,LEGITIMATE
tx_000271,2026-05-18 04:03:15,card_014,13.6,Whole Foods,grocery,in_person,FR,FR,,,4,0,1,0,30.512352941176474,35.47491711220263,17,-0.4767411545370172,0.0,0.0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,Transaction at 04:00 (night window 00–05),-0.3987958564428744,0,0.122240180890691,0.07692307692307693,0.09504991851012257,LEGITIMATE
tx_000277,2026-05-18 08:43:44,card_014,22.72,Tim Hortons,restaurant,in_person,FR,FR,,,8,0,0,0,30.512352941176474,35.47491711220263,17,-0.21965810142784145,0.0,0.0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,-0.36070845846399374,0,0.02748531825546352,0.0,0.010994127302185408,LEGITIMATE
